content,score,sentiment,cleaned_content
sangat membantu kami yang keterbatasan biaya untuk pengobatan,5,Positif,sangat membantu kami yang keterbatasan biaya untuk pengobatan
"bintang -1 kalo bisa. ngga bisa login, sudah bolak balik lupa pasword. sudah verifikasi. mau login tetep salah pasword terus. sistem ngga guna",1,Negatif,bintang kalau bisa ngga bisa login sudah bolak balik lupa pasword sudah verifikasi mau login tetep salah pasword terus sistem ngga guna
jujur saya sudah beberapa kali daftar dan masuk kembali tetap tidak bisa dengan alasan pin salah dan saya ganti tetap sama tidak bisa masuk. tolong dong arahannya apakah aplikasi ini bisa di gunakan apa tidak. seharusnya aplukasi ini membantu masyarakat untuk mendapatkan data dan informasi malah membuat ribet bolak balik untuk masuk aplikasinya,1,Negatif,jujur saya sudah beberapa kali daftar dan masuk kembali tetap tidak bisa dengan alasan pin salah dan saya ganti tetap sama tidak bisa masuk tolong dong arahannya apakah aplikasi ini bisa di gunakan apa tidak seharusnya aplukasi ini membantu masyarakat untuk mendapatkan data dan informasi malah membuat ribet bolak balik untuk masuk aplikasinya
sangat membantu praktis mudah di pahami,5,Positif,sangat membantu praktis mudah di pahami
"Pada saat akan mendownload sertifikat vaksin covid, malah tidak bisa terus dan error terus Soalnya segera butuh ini, tolong segera perbaiki",2,Negatif,pada saat akan mendownload sertifikat vaksin covid malah tidak bisa terus dan error terus soalnya segera butuh ini tolong segera perbaiki
pelaksanakan cek kesehatan berlangsung baik,5,Positif,pelaksanakan cek kesehatan berlangsung baik
sekarang dah jadi ocleh malah susah log in aja gak bisa terus,1,Negatif,sekarang dah jadi ocleh malah susah log in saja tidak bisa terus
baik,5,Positif,baik
"maaf, msh bingung dgn data2 yg hrs di isi waktu mau mengambil nomer antrian berobat di rumah sakit/puskesmas",5,Positif,maaf masih bingung dengan data yang hrs di isi waktu mau mengambil nomer antrian berobat di rumah sakitpuskesmas
"saat aku lupa pin utk pengiriman code bisa tapi opsi utk inputnya tidak ada , aneh ya",4,Positif,saat aku lupa pin untuk pengiriman code bisa tapi opsi untuk inputnya tidak ada aneh ya
"please lah gak ada perubahan. ini mau log in gabisa terus. tulisan pin salah yang udh jelas2 bener. udh coba lupa pin dan buat ulang terus giliran mau log in, tulisannya sama pin salah. emg sepikun itu baru 1 menit buat pin langsung lupa? yang buat sistem kerja yang bener dong ahh udah seminggu gini terus",1,Negatif,please lah tidak ada perubahan ini mau log in gabisa terus tulisan pin salah yang sudah jelas bener sudah coba lupa pin dan buat ulang terus giliran mau log in tulisannya sama pin salah emg sepikun itu baru menit buat pin langsung lupa yang buat sistem kerja yang bener dong ahh sudah seminggu gini terus
adanya cuma mempersulit,1,Negatif,adanya cuma mempersulit
praktis dan membantu sekali,5,Positif,praktis dan membantu sekali
aplikasi ga berguna dan tidak bisa daftar SMA sekali,1,Negatif,aplikasi ga berguna dan tidak bisa daftar sma sekali
masuk ke identitas kependudukan digital gak bisa2,2,Negatif,masuk ke identitas kependudukan digital tidak bisa
pelayanan kesehatan di puskesmas cilincing sangat memuaskan,5,Positif,pelayanan kesehatan di puskesmas cilincing sangat memuaskan
mantap,5,Positif,mantap
Baik,5,Positif,baik
"Min saya lupa email+no hp udh ga berlaku, saya butuhh surat vaksin untuk keperluan kerja, tolong dipermudah bantuan nya, bagaimana ya, saya Uda ngemail, tp balasan nya nunggu trs tolong dipermudah dong aplikasi nya aduhhh",2,Negatif,min saya lupa emailno hp sudah ga berlaku saya butuhh surat vaksin untuk keperluan kerja tolong dipermudah bantuan nya bagaimana ya saya uda ngemail tapi balasan nya nunggu trs tolong dipermudah dong aplikasi nya aduhhh
Sungguh lelet ini aplikasi tidak dapat digunakan,1,Negatif,sungguh lelet ini aplikasi tidak dapat digunakan
good Aplikasi,5,Positif,good aplikasi
udah bisa login..,5,Positif,sudah bisa login
baik,4,Positif,baik
ok baguz,5,Positif,ok baguz
Membantu kami lansia sbgai reminder.,5,Positif,membantu kami lansia sbgai reminder
saya sangat terbantu dengan adanya aplikasi satu sehat ... trus buat inovasi untuk indonesia sehat,5,Positif,saya sangat terbantu dengan adanya aplikasi satu sehat trus buat inovasi untuk indonesia sehat
"aplikasi aneh, udah daftar udah login masukin pin sandi udah bener kok dibilang ""TIDAK VALID"" sampe terblokir gara gara ""TIDAK VALID""",1,Negatif,aplikasi aneh sudah daftar sudah login masukin pin sandi sudah bener kok dibilang tidak valid sampe terblokir gara gara tidak valid
"udah masukin pin malah keluar sendiri, kan menyebalkan",1,Negatif,sudah masukin pin malah keluar sendiri kan menyebalkan
"Sudah masukkan kode verifikasi dengan benar, untuk ubah nomor handphone, tetapi terus-menerus dianggap salah.",1,Negatif,sudah masukkan kode verifikasi dengan benar untuk ubah nomor handphone tetapi terusmenerus dianggap salah
g bsa login sm sekali pncet lupa akun msukin nik jg g bsa katane nama td sesuai nik lahhhh dr dlu nama di ktp sya bgtuuuuu smpe dr akte lahir ktp ma surat2 lain y ituuu aneh bgt aplikasinya,1,Negatif,g bsa login sm sekali pncet lupa akun msukin nik jg g bsa katane nama td sesuai nik lahhhh dari dlu nama di ktp sya bgtuuuuu smpe dari akte lahir ktp ma surat lain y ituuu aneh banget aplikasinya
"ga bisa buat login sama sekali ini gmna,butuh bgt ini buat kerjaaa!!",1,Negatif,ga bisa buat login sama sekali ini gmnabutuh banget ini buat kerjaaa
"Tolong kalau hire Team Tech yang bener, yg kompeten di bidangnya. Saya gabisa login, jelas-jelas udah masukin OTP dengan sesuai, udah dicoba berkali-kali keterangannya selalu permintaan anda tidak valid.",1,Negatif,tolong kalau hire team tech yang bener yang kompeten di bidangnya saya gabisa login jelasjelas sudah masukin otp dengan sesuai sudah dicoba berkalikali keterangannya selalu permintaan anda tidak valid
buat sy cukup baik,4,Positif,buat saya cukup baik
pelayanan baik dan sopan,5,Positif,pelayanan baik dan sopan
barusan update koq malah ngga bisa login terus,1,Negatif,barusan update koq malah ngga bisa login terus
"Alhamdulillah pelayanan kesehatan gratis ini sangat membantu sy selaku warga dalam hal kesehatan secara gratis, pelayanannya juga baik dan ramah....semoga saja program kesehatan ini berjalan lancar dan menambah jumlah pelayanan pasiennya...",5,Positif,alhamdulillah pelayanan kesehatan gratis ini sangat membantu saya selaku warga dalam hal kesehatan secara gratis pelayanannya juga baik dan ramahsemoga saja program kesehatan ini berjalan lancar dan menambah jumlah pelayanan pasiennya
"bagus aplikasinya, hanya kadang kendala jaringan, hingga lambat muncul tampilan di layar",5,Positif,bagus aplikasinya hanya kadang kendala jaringan hingga lambat muncul tampilan di layar
kenapa setiap saya login gak bisa masuk loading screen langsung otomatis keluar aplikasi,1,Negatif,kenapa setiap saya login tidak bisa masuk loading screen langsung otomatis keluar aplikasi
senang dengan informasi nya,5,Positif,senang dengan informasi nya
good,5,Positif,good
ok,5,Positif,ok
cukup membantu memberikan info2 tentang fasilitas serta content2 seputar kesehatan,5,Positif,cukup membantu memberikan info tentang fasilitas serta content seputar kesehatan
sangat membantu untuk saya dan kesehatan saya..,5,Positif,sangat membantu untuk saya dan kesehatan saya
Sangat Membantu khususnya kami yang berpenghasilan kecil. Terima Kasih,5,Positif,sangat membantu khususnya kami yang berpenghasilan kecil terima kasih
sip muantap semoga selalu sehat salam sehat dan semangat,5,Positif,sip muantap semoga selalu sehat salam sehat dan semangat
"Mantap, Pelayanan kesehatan Gratis",5,Positif,mantap pelayanan kesehatan gratis
keren,5,Positif,keren
untuk sertifikat di lhat dari mana..,5,Positif,untuk sertifikat di lhat dari mana
tolong ditambah fasilitas kesehatan Gratis untuk bumil dan bayi nya.,5,Positif,tolong ditambah fasilitas kesehatan gratis untuk bumil dan bayi nya
Lancar² Saja.. Terimakasih,5,Positif,lancar² saja terimakasih
ini gimana login berkali² gagal terus. sudah ganti PIN pun ga bisa juga. knp smp hr ini blm bs login juga pdhl sdh kirim pengaduan?,1,Negatif,ini gimana login berkali² gagal terus sudah ganti pin pun ga bisa juga knp smp hr ini belum bisa login juga pdhl sudah kirim pengaduan
oke,5,Positif,oke
gak berguna.. lebih berguna tim kesehatan langsung terjun ke lokasi atau pemukiman warga,1,Negatif,tidak berguna lebih berguna tim kesehatan langsung terjun ke lokasi atau pemukiman warga
klau memang belum siap tidk usah di paksakan.. habisin angaran untuk hal hal yg rumit dan mempersulit .. saya dapat notif untu masuk web tp minta nomor tiket.. yg di madsut nomor tiket itu apa? nomor Rm? nmor kunjungan? atau nomor antrian? paaayaaahhh,1,Negatif,klau memang belum siap tidk usah di paksakan habisin angaran untuk hal hal yang rumit dan mempersulit saya dapat notif untu masuk web tapi minta nomor tiket yang di madsut nomor tiket itu apa nomor rm nmor kunjungan atau nomor antrian paaayaaahhh
sangat membantu,5,Positif,sangat membantu
puskesmas ponorogo selatan sangat baik pelayanan CKGnya,5,Positif,puskesmas ponorogo selatan sangat baik pelayanan ckgnya
good,5,Positif,good
busuk,1,Negatif,busuk
ok,5,Positif,ok
gabisa login atau daftar,1,Negatif,gabisa login atau daftar
bagus,5,Positif,bagus
"ini kok ngga bisa login ya, eror apa gmna apk nya",1,Negatif,ini kok ngga bisa login ya eror apa gmna aplikasi nya
"Tolong perbaiki di bagian vaksinasi covid non-indonesia. Saya mau daftar sertifikat gak bisa ini gimana, muter-muter terus.",1,Negatif,tolong perbaiki di bagian vaksinasi covid nonindonesia saya mau daftar sertifikat tidak bisa ini gimana mutermuter terus
baik,4,Positif,baik
ini aplikasi dibuat utk buat kesal orang kyknya... login same tahun jebot gag bisa masuk2... tolong la... ini di ulasan hampir semuanya menyampaikan hal yg sama.. tolong la dibenerin,1,Negatif,ini aplikasi dibuat untuk buat kesal orang kyknya login same tahun jebot gag bisa masuk tolong la ini di ulasan hampir semuanya menyampaikan hal yang sama tolong la dibenerin
gaguna,1,Negatif,gaguna
udh downlod aplikasi tapi kaga masuk aplikasi mohon bantuannya,5,Positif,sudah downlod aplikasi tapi kaga masuk aplikasi mohon bantuannya
bagus adanya program ini,5,Positif,bagus adanya program ini
Alhamdulillah jd bisa terpantau,5,Positif,alhamdulillah jadi bisa terpantau
"sudah bbrapa th terakhir saya setiap bulan kontrol cek lab utk pemeriksaan gula darah tensi dan kolesterol, selama ini pelayanan keseluruhan luar biasa, dari depan, sekuriti, petugas pendaftaran, dan semuanya ramah baik, melayani sepenuh hati, pelayanan di puskesmas Kebayoran Baru sangat memuaskan... terima kasih Bapak Ibu dokter dan semuanya",5,Positif,sudah bbrapa th terakhir saya setiap bulan kontrol cek lab untuk pemeriksaan gula darah tensi dan kolesterol selama ini pelayanan keseluruhan luar biasa dari depan sekuriti petugas pendaftaran dan semuanya ramah baik melayani sepenuh hati pelayanan di puskesmas kebayoran baru sangat memuaskan terima kasih bapak ibu dokter dan semuanya
"kenapa tidak bisa download sertifikat vaksinnya min, ini aneh banget dah",2,Negatif,kenapa tidak bisa download sertifikat vaksinnya min ini aneh banget dah
"aplikasi ga ada gunanya,masuk aj susah",1,Negatif,aplikasi ga ada gunanyamasuk aj susah
aplikasinya bagus,1,Negatif,aplikasinya bagus
oke,5,Positif,oke
tidak bisa login kode verifikasi sudah sesuai yg di kirim ke email tapi tetap tidak bisa masuk 👎,1,Negatif,tidak bisa login kode verifikasi sudah sesuai yang di kirim ke email tapi tetap tidak bisa masuk
sangat memuaskan... melebihi ekspectasi. mohon program ini dipertahankan. Tks,5,Positif,sangat memuaskan melebihi ekspectasi mohon program ini dipertahankan terima kasih
"gajelas eror,gbisa masuk ataupun daftar busuk",1,Negatif,gajelas erorgbisa masuk ataupun daftar busuk
"Gak bisa login jnvalid terus, pakai hp istri bisa login aplikasi gak support untuk semua hp",1,Negatif,tidak bisa login jnvalid terus pakai hp istri bisa login aplikasi tidak support untuk semua hp
"login ny bermasalah bgt, mau cek kesehatan aj lemot bgt wkwk",1,Negatif,login ny bermasalah banget mau cek kesehatan aj lemot banget wkwk
"sudah bisa login, terima kasih ya.",5,Positif,sudah bisa login terima kasih ya
"setelah di perbarui kenapa aplikasi.nya susah sekali untuk log in .tolong di perbaiki lagi apk.nya ,susah sekali di akses!",1,Negatif,setelah di perbarui kenapa aplikasinya susah sekali untuk log in tolong di perbaiki lagi apknya susah sekali di akses
baik,5,Positif,baik
sangat membantu,4,Positif,sangat membantu
puas,5,Positif,puas
ok bgt,5,Positif,ok banget
"020523 tiap mau masuk sering minta login lagi lewat no hp 250226 login gk bisa pakai no hp, minta daftar dari email",1,Negatif,tiap mau masuk sering minta login lagi lewat no hp login tidak bisa pakai no hp minta daftar dari email
sangat bagus membantu dalam cek kesehatan,5,Positif,sangat bagus membantu dalam cek kesehatan
"aneh, sudah masukan nomer telfon lama, trus giliran masukan nomer telfon baru gagal karna gangguan notifikasi whatsapp. korelasi antara notif wa sama aplikasi ini apa",1,Negatif,aneh sudah masukan nomer telfon lama trus giliran masukan nomer telfon baru gagal karena gangguan notifikasi whatsapp korelasi antara notif wa sama aplikasi ini apa
terimakasih,5,Positif,terimakasih
susah login udah lupa pin tapi salah mulu aplikasi kocak disuruh konek identitas kependudukan digital malah lemot ah,1,Negatif,susah login sudah lupa pin tapi salah mulu aplikasi kocak disuruh konek identitas kependudukan digital malah lemot ah
"aplikasi yang bikin kehabisan kata-kata. perkara mau login doang susahnya minta ampun. awal lupa pin, verif lewat wa gabisa akhirnya pake email. udah verif pake email, dah ganti pin mau login selalu dapet kata-kata mutiara ""sepertinya permintaan anda tidak valid"" terus terusan kek gitu. pemerintah tuh mau sampe kapan sih nyusahin rakyatnya, ga habis pikir sumpah duit pajak dipake buat bikin aplikasi dengan kualitas yg ga layak kayak gini.",1,Negatif,aplikasi yang bikin kehabisan katakata perkara mau login doang susahnya minta ampun awal lupa pin verif lewat wa gabisa akhirnya pakai email sudah verif pakai email dah ganti pin mau login selalu dapet katakata mutiara sepertinya permintaan anda tidak valid terus terusan kek gitu pemerintah tuh mau sampe kapan sih nyusahin rakyatnya ga habis pikir sumpah duit pajak dipake buat bikin aplikasi dengan kualitas yang ga layak kayak gini
untuk pilihan provinsi Yogyakarta tidak muncul.? tidak bisa penyelesaian profile,2,Negatif,untuk pilihan provinsi yogyakarta tidak muncul tidak bisa penyelesaian profile
keren,5,Positif,keren
hebat,4,Positif,hebat
good,4,Positif,good
tingkatkan lagi,5,Positif,tingkatkan lagi
sangat bermanfaat dan sangat bagus buat informasi tentang kesehatan👍👍👍,5,Positif,sangat bermanfaat dan sangat bagus buat informasi tentang kesehatan
Pelayan baik,4,Positif,pelayan baik
sertifikat vaksin tidak bisa diunduh semua :(,2,Negatif,sertifikat vaksin tidak bisa diunduh semua
"login pake nomor hape ga bisa, katanya pemeliharaan sistem tapi lama banget ga segera diatasi padahal mau butuh sertifikat vaksin",1,Negatif,login pakai nomor hape ga bisa katanya pemeliharaan sistem tapi lama banget ga segera diatasi padahal mau butuh sertifikat vaksin
"Udah cek ini gaada 30 menit jadi cek out sendiri, gps juga nggak update, tolong diperbaiki, update pertanggal 23-02-2026 tidak bisa login sudah ganti pin 2x melalui verifikasi email masih tidak bisa login, aneh",1,Negatif,sudah cek ini gaada menit jadi cek out sendiri gps juga tidak update tolong diperbaiki update pertanggal tidak bisa login sudah ganti pin x melalui verifikasi email masih tidak bisa login aneh
suka karena mengetahui kondisi tubuh...,4,Positif,suka karena mengetahui kondisi tubuh
"aneh banget gua mau login malah terhalang pin, mau direset pin malah ga bisa",1,Negatif,aneh banget gua mau login malah terhalang pin mau direset pin malah ga bisa
bagus dan lebih modern,5,Positif,bagus dan lebih modern
Lebih ditingkatkan lagi. Cek sertifikat sering g keluar,2,Negatif,lebih ditingkatkan lagi cek sertifikat sering g keluar
"apakah ini aplikasi yg sama dengan peduli lindungi,,,saya mw cek vaksin saya waktu itu",2,Negatif,apakah ini aplikasi yang sama dengan peduli lindungisaya mw cek vaksin saya waktu itu
pilihan sehat ya satu sehat,5,Positif,pilihan sehat ya satu sehat
good,5,Positif,good
Buruk.. tidak bisa login.. Aplikasi sudah tidak berfungsi,1,Negatif,buruk tidak bisa login aplikasi sudah tidak berfungsi
"kaga bisa login, menyusahkan saja",1,Negatif,kaga bisa login menyusahkan saja
